交易时间,交易分类,交易对方,商品说明,收/支,金额,收/付款方式,交易状态,来源,是否退款
2022-01-22 14:09:33,微信红包,家人,家人-生日快乐,支出,321.61,零钱,支付成功,微信,False
2022-01-22 01:30:20,交通出行,公交公司,公交公司-地铁充值,支出,8.31,余额宝,支付成功,支付宝,False
2022-01-21 21:30:41,微信红包,同学,同学-恭喜发财,支出,44.45,零钱,支付成功,微信,False
2022-01-21 20:12:06,交通出行,铁路12306,铁路12306-停车费,支出,13.46,余额宝,支付成功,支付宝,False
2022-01-21 18:12:53,餐饮美食,必胜客,必胜客-工作餐,支出,170.24,余额宝,支付成功,支付宝,False
2022-01-21 18:06:11,日用百货,屈臣氏,屈臣氏-购买生活用品,支出,93.44,余额宝,支付成功,支付宝,False
2022-01-21 15:44:05,商户消费,菜市场,菜市场-买水果,支出,224.18,零钱,支付成功,微信,False
2022-01-21 11:23:49,转账,借款人,借款人-转账,收入,42.83,零钱,支付成功,微信,False
2022-01-21 08:08:14,日用百货,名创优品,名创优品-超市购物,支出,51.54,余额宝,支付成功,支付宝,False
2022-01-20 18:37:09,餐饮美食,海底捞,海底捞-聚餐,支出,18.26,余额宝,支付成功,支付宝,False
2022-01-20 13:53:47,充值缴费,中国电信,中国电信-流量包,支出,149.66,余额宝,支付成功,支付宝,False
2022-01-20 08:29:33,餐饮美食,海底捞,海底捞-周末改善伙食,支出,22.2,余额宝,支付成功,支付宝,False
2022-01-19 23:14:24,文化休闲,猫眼电影,猫眼电影-游戏充值,支出,22.64,余额宝,支付成功,支付宝,False
2022-01-19 19:14:03,住房物业,房东,房东-房租,支出,146.12,余额宝,支付成功,支付宝,False
2022-01-19 18:14:56,日用百货,淘宝购物,淘宝购物-纸巾湿巾,支出,328.35,余额宝,支付成功,支付宝,False
2022-01-19 17:53:16,餐饮美食,必胜客,必胜客-下午茶,支出,106.65,余额宝,支付成功,支付宝,False
2022-01-19 15:18:44,餐饮美食,海底捞,海底捞-外卖订单,支出,55.52,余额宝,支付成功,支付宝,False
2022-01-19 12:56:02,日用百货,名创优品,名创优品-零食饮料,支出,15.77,余额宝,支付成功,支付宝,False
2022-01-19 11:45:38,转账,房东,房东-转账,收入,98.55,零钱,支付成功,微信,False
2022-01-18 21:47:16,扫二维码付款,小吃店,小吃店-付款,支出,28.06,零钱,支付成功,微信,False
2022-01-18 20:36:34,转账,房东,房东-还款,收入,155.97,零钱,支付成功,微信,False
2022-01-18 19:02:47,日用百货,名创优品,名创优品-超市购物,支出,52.11,余额宝,支付成功,支付宝,False
2022-01-18 18:29:15,交通出行,哈啰单车,哈啰单车-打车上班,支出,74.5,余额宝,支付成功,支付宝,False
2022-01-18 11:57:28,数码电器,拼多多,拼多多-购买手机,支出,67.91,余额宝,支付成功,支付宝,False
2022-01-18 09:51:59,日用百货,名创优品,名创优品-购买生活用品,支出,42.25,余额宝,支付成功,支付宝,False
2022-01-18 09:21:15,餐饮美食,瑞幸咖啡,瑞幸咖啡-周末改善伙食,支出,158.83,余额宝,支付成功,支付宝,False
2022-01-17 19:09:30,医疗健康,社区卫生中心,社区卫生中心-买药,支出,14.4,余额宝,支付成功,支付宝,False
2022-01-17 15:13:32,微信红包,微信好友,微信好友-恭喜发财,支出,169.49,零钱,支付成功,微信,False
2022-01-17 13:16:55,日用百货,屈臣氏,屈臣氏-超市购物,支出,6.23,余额宝,支付成功,支付宝,False
2022-01-17 10:14:58,餐饮美食,瑞幸咖啡,瑞幸咖啡-周末改善伙食,支出,161.32,余额宝,支付成功,支付宝,False
2022-01-17 04:27:42,商户消费,水果摊,水果摊-买早餐,支出,100.69,零钱,支付成功,微信,False
2022-01-16 21:01:04,餐饮美食,必胜客,必胜客-聚餐,支出,151.27,余额宝,支付成功,支付宝,False
2022-01-16 20:20:11,餐饮美食,蜜雪冰城,蜜雪冰城-下午茶,支出,30.0,余额宝,支付成功,支付宝,False
2022-01-16 17:49:02,扫二维码付款,路边摊,路边摊-付款,支出,2.63,零钱,支付成功,微信,False
2022-01-16 15:50:40,扫二维码付款,打印店,打印店-扫码支付,支出,76.51,零钱,支付成功,微信,False
2022-01-15 19:34:57,文化休闲,万达影城,万达影城-买书,支出,43.02,余额宝,支付成功,支付宝,False
2022-01-15 17:13:57,餐饮美食,兰州拉面,兰州拉面-下午茶,支出,8.12,余额宝,支付成功,支付宝,False
2022-01-15 14:30:00,收入,XX科技有限公司,工资,收入,15000.0,银行卡,支付成功,支付宝,False
2022-01-15 10:05:54,商户消费,小卖部,小卖部-买早餐,支出,178.37,零钱,支付成功,微信,False
2022-01-14 23:48:14,餐饮美食,沙县小吃,沙县小吃-外卖订单,支出,183.27,余额宝,支付成功,支付宝,False
2022-01-14 19:45:44,餐饮美食,喜茶,喜茶-聚餐,支出,33.34,余额宝,支付成功,支付宝,False
2022-01-14 17:21:43,商户消费,便利店,便利店-买菜,支出,22.14,零钱,支付成功,微信,False
2022-01-14 12:38:05,餐饮美食,喜茶,喜茶-外卖订单,支出,150.87,余额宝,支付成功,支付宝,False
2022-01-14 12:08:50,餐饮美食,星巴克,星巴克-工作餐,支出,130.0,余额宝,支付成功,支付宝,False
2022-01-14 11:40:09,商户消费,菜市场,菜市场-买菜,支出,163.37,零钱,支付成功,微信,False
2022-01-14 11:32:24,扫二维码付款,路边摊,路边摊-付款,支出,6.67,零钱,支付成功,微信,False
2022-01-14 10:21:47,商户消费,水果摊,水果摊-买菜,支出,2.91,零钱,支付成功,微信,False
2022-01-14 10:21:12,餐饮美食,蜜雪冰城,蜜雪冰城-工作餐,支出,26.72,余额宝,支付成功,支付宝,False
2022-01-14 09:26:20,住房物业,房东,房东-物业费,支出,137.19,余额宝,支付成功,支付宝,False
2022-01-14 09:10:13,转账,房东,房东-转账,支出,97.32,零钱,支付成功,微信,False
2022-01-13 19:10:56,商户消费,早餐车,早餐车-买早餐,支出,29.8,零钱,支付成功,微信,False
2022-01-13 17:12:17,扫二维码付款,出租车,出租车-付款,支出,15.59,零钱,支付成功,微信,False
2022-01-13 13:20:13,交通出行,地铁出行,地铁出行-加油,支出,13.39,余额宝,支付成功,支付宝,False
2022-01-13 12:44:36,住房物业,国家电网,国家电网-水费,支出,197.27,余额宝,支付成功,支付宝,False
2022-01-13 12:43:35,商户消费,早餐车,早餐车-买水果,支出,40.11,零钱,支付成功,微信,False
2022-01-13 12:37:19,餐饮美食,肯德基,肯德基-早餐,支出,20.61,余额宝,支付成功,支付宝,False
2022-01-13 11:51:59,商户消费,菜市场,菜市场-买水果,支出,11.58,零钱,支付成功,微信,False
2022-01-12 19:35:58,充值缴费,中国电信,中国电信-会员订阅,支出,844.58,余额宝,支付成功,支付宝,False
2022-01-12 18:56:40,餐饮美食,喜茶,喜茶-下午茶,支出,22.1,余额宝,支付成功,支付宝,False
2022-01-12 18:06:58,收入,闲鱼买家,闲鱼买家-奖金,收入,180.04,余额宝,支付成功,支付宝,False
2022-01-12 16:59:46,商户消费,小卖部,小卖部-买早餐,支出,546.59,零钱,支付成功,微信,False
2022-01-12 13:33:36,商户消费,小卖部,小卖部-买早餐,支出,163.76,零钱,支付成功,微信,False
2022-01-11 23:24:44,餐饮美食,海底捞,海底捞-夜宵,支出,116.1,余额宝,支付成功,支付宝,False
2022-01-11 20:02:28,餐饮美食,必胜客,必胜客-早餐,支出,53.54,余额宝,支付成功,支付宝,False
2022-01-11 17:33:30,其他,水果摊,水果摊-买菜,支出,121.24,零钱,支付成功,微信,False
2022-01-11 13:03:22,服饰装扮,唯品会,唯品会-换季衣服,支出,252.66,余额宝,支付成功,支付宝,False
2022-01-11 12:28:45,扫二维码付款,路边摊,路边摊-付款,支出,2.55,零钱,支付成功,微信,False
2022-01-11 09:15:23,交通出行,公交公司,公交公司-回家车票,支出,6.12,余额宝,支付成功,支付宝,False
2022-01-10 23:10:48,转账,朋友,朋友-房租,支出,68.42,零钱,支付成功,微信,False
2022-01-10 19:29:51,餐饮美食,蜜雪冰城,蜜雪冰城-早餐,支出,15.51,余额宝,支付成功,支付宝,False
2022-01-10 18:13:22,数码电器,Apple Store,Apple Store-电脑配件,支出,444.21,余额宝,支付成功,支付宝,False
2022-01-10 17:17:45,服饰装扮,淘宝服饰,淘宝服饰-鞋子,支出,325.36,余额宝,支付成功,支付宝,False
2022-01-10 12:05:44,日用百货,全家FamilyMart,全家FamilyMart-零食饮料,支出,47.16,余额宝,支付成功,支付宝,False
2022-01-10 08:56:15,餐饮美食,海底捞,海底捞-夜宵,支出,36.54,余额宝,支付成功,支付宝,False
2022-01-09 19:45:25,日用百货,名创优品,名创优品-洗漱用品,支出,78.55,余额宝,支付成功,支付宝,False
2022-01-09 19:32:44,商户消费,菜市场,菜市场-买早餐,支出,43.65,零钱,支付成功,微信,False
2022-01-09 18:28:24,其他,小卖部,小卖部-零钱支付,支出,72.68,余额宝,支付成功,支付宝,False
2022-01-09 18:18:14,其他,便利店,便利店-买菜,支出,197.2,余额宝,支付成功,支付宝,False
2022-01-09 17:09:18,日用百货,7-11便利店,7-11便利店-购买生活用品,支出,26.03,余额宝,支付成功,支付宝,False
2022-01-09 10:35:37,餐饮美食,饿了么,饿了么-外卖订单,支出,6.22,余额宝,支付成功,支付宝,False
2022-01-08 23:54:00,转账,房东,房东-房租,支出,141.76,零钱,支付成功,微信,False
2022-01-08 21:45:23,转账,房东,房东-还款,支出,46.83,零钱,支付成功,微信,False
2022-01-08 19:19:19,日用百货,淘宝购物,淘宝购物-洗漱用品,支出,377.09,余额宝,支付成功,支付宝,False
2022-01-08 18:42:26,餐饮美食,兰州拉面,兰州拉面-夜宵,支出,44.48,余额宝,支付成功,支付宝,False
2022-01-08 18:30:57,美容美发,震轩美容美发,震轩美容美发-理发,支出,142.32,余额宝,支付成功,支付宝,False
2022-01-08 17:03:50,爱车养车,平安车险,平安车险-洗车,支出,397.88,余额宝,支付成功,支付宝,False
2022-01-08 11:24:54,商户消费,小卖部,小卖部-买水果,支出,21.1,零钱,支付成功,微信,False
2022-01-07 21:20:39,宠物,全家FamilyMart,全家FamilyMart-零食饮料,支出,134.47,余额宝,支付成功,支付宝,False
2022-01-07 19:20:15,餐饮美食,美团外卖,美团外卖-下午茶,支出,49.89,余额宝,支付成功,支付宝,False
2022-01-07 18:12:02,服饰装扮,H&M,H&M-鞋子,支出,232.18,余额宝,支付成功,支付宝,False
2022-01-07 13:52:45,日用百货,家乐福,家乐福-零食饮料,支出,63.63,余额宝,支付成功,支付宝,False
2022-01-06 22:43:26,餐饮美食,瑞幸咖啡,瑞幸咖啡-夜宵,支出,979.92,余额宝,支付成功,支付宝,False
2022-01-06 19:00:07,扫二维码付款,路边摊,路边摊-扫码支付,支出,18.42,零钱,支付成功,微信,False
2022-01-06 16:14:31,餐饮美食,海底捞,海底捞-外卖订单,支出,119.04,余额宝,支付成功,支付宝,False
2022-01-06 11:32:10,商户消费,水果摊,水果摊-零钱支付,支出,178.88,零钱,支付成功,微信,False
2022-01-06 11:22:37,爱车养车,4S店,4S店-保养,支出,27.04,余额宝,支付成功,支付宝,False
2022-01-06 10:04:44,亲子,屈臣氏,屈臣氏-纸巾湿巾,支出,36.87,余额宝,支付成功,支付宝,False
2022-01-06 10:04:40,日用百货,淘宝购物,淘宝购物-纸巾湿巾,支出,51.53,余额宝,支付成功,支付宝,False
2022-01-06 05:17:05,餐饮美食,星巴克,星巴克-工作餐,支出,103.24,余额宝,支付成功,支付宝,False
2022-01-05 19:40:06,餐饮美食,沙县小吃,沙县小吃-外卖订单,支出,150.01,余额宝,支付成功,支付宝,False
2022-01-05 18:18:39,服饰装扮,H&M,H&M-鞋子,支出,146.35,余额宝,支付成功,支付宝,False
2022-01-05 18:09:27,日用百货,屈臣氏,屈臣氏-纸巾湿巾,支出,81.23,余额宝,支付成功,支付宝,False
2022-01-05 17:44:13,收入,银行利息,银行利息-奖金,收入,55.54,余额宝,支付成功,支付宝,False
2022-01-05 13:56:41,转账红包,同事群,同事群-转账,收入,18.76,余额宝,支付成功,支付宝,False
2022-01-05 08:34:29,餐饮美食,海底捞,海底捞-聚餐,支出,49.11,余额宝,支付成功,支付宝,False
2022-01-04 14:02:10,餐饮美食,美团外卖,美团外卖-夜宵,支出,12.34,余额宝,支付成功,支付宝,False
2022-01-04 13:48:59,餐饮美食,海底捞,海底捞-工作餐,支出,34.01,余额宝,支付成功,支付宝,False
2022-01-04 11:37:38,扫二维码付款,出租车,出租车-扫码支付,支出,85.84,零钱,支付成功,微信,False
2022-01-04 10:44:55,交通出行,公交公司,公交公司-停车费,支出,9.08,余额宝,支付成功,支付宝,False
2022-01-03 21:03:50,餐饮美食,肯德基,肯德基-早餐,支出,45.62,余额宝,支付成功,支付宝,False
2022-01-03 19:19:29,交通出行,中国石化,中国石化-回家车票,支出,7.41,余额宝,支付成功,支付宝,False
2022-01-03 17:56:27,商户消费,菜市场,菜市场-零钱支付,支出,5.91,零钱,支付成功,微信,False
2022-01-03 17:03:49,扫二维码付款,小吃店,小吃店-付款,支出,15.65,零钱,支付成功,微信,False
2022-01-03 14:35:58,餐饮美食,瑞幸咖啡,瑞幸咖啡-夜宵,支出,45.51,余额宝,支付成功,支付宝,False
2022-01-03 09:19:14,充值缴费,爱奇艺,爱奇艺-流量包,支出,23.34,余额宝,支付成功,支付宝,False
2022-01-02 17:26:00,餐饮美食,沙县小吃,沙县小吃-下午茶,支出,39.29,余额宝,支付成功,支付宝,False
2022-01-02 16:40:22,扫二维码付款,小吃店,小吃店-付款,支出,20.25,零钱,支付成功,微信,False
2022-01-02 10:32:34,日用百货,全家FamilyMart,全家FamilyMart-洗漱用品,支出,35.1,余额宝,支付成功,支付宝,False
2022-01-02 09:35:40,扫二维码付款,小吃店,小吃店-付款,支出,4.53,零钱,支付成功,微信,False
2022-01-01 17:28:39,群收款,聚餐群,聚餐群-活动费,支出,131.09,零钱,支付成功,微信,False
2022-01-01 13:08:43,住房物业,国家电网,国家电网-物业费,支出,34.04,余额宝,支付成功,支付宝,False
2022-01-01 09:00:00,住房物业,房东,房租,支出,4500.0,银行卡,支付成功,支付宝,False
2021-12-31 21:31:08,商户消费,便利店,便利店-零钱支付,支出,30.58,零钱,支付成功,微信,False
2021-12-31 19:08:34,扫二维码付款,路边摊,路边摊-扫码支付,支出,12.46,零钱,支付成功,微信,False
2021-12-31 19:04:52,服饰装扮,H&M,H&M-换季衣服,支出,70.45,余额宝,支付成功,支付宝,False
2021-12-31 17:31:49,其他,早餐车,早餐车-买早餐,支出,153.0,余额宝,支付成功,支付宝,False
2021-12-31 16:56:08,扫二维码付款,小吃店,小吃店-付款,支出,4.85,零钱,支付成功,微信,False
2021-12-31 15:54:27,商户消费,菜市场,菜市场-买菜,支出,28.22,零钱,支付成功,微信,False
2021-12-31 15:33:56,餐饮美食,美团外卖,美团外卖-外卖订单,支出,63.57,余额宝,支付成功,支付宝,False
2021-12-31 11:39:31,餐饮美食,蜜雪冰城,蜜雪冰城-周末改善伙食,支出,33.38,余额宝,支付成功,支付宝,False
2021-12-30 22:59:09,微信红包,同学,同学-大吉大利,收入,121.92,零钱,支付成功,微信,False
2021-12-30 13:32:43,交通出行,中国石油,中国石油-共享单车,支出,15.88,余额宝,支付成功,支付宝,False
2021-12-29 19:30:57,商户消费,菜市场,菜市场-买水果,支出,34.15,零钱,支付成功,微信,False
2021-12-29 18:37:49,其他,便利店,便利店-买水果,支出,67.45,余额宝,支付成功,支付宝,False
2021-12-29 13:13:47,餐饮美食,必胜客,必胜客-周末改善伙食,支出,208.35,余额宝,支付成功,支付宝,False
2021-12-29 13:02:29,文化休闲,网鱼网咖,网鱼网咖-演唱会门票,支出,65.94,余额宝,支付成功,支付宝,False
2021-12-29 10:19:44,交通出行,中国石油,中国石油-共享单车,支出,2.47,余额宝,支付成功,支付宝,False
2021-12-28 22:15:51,转账,朋友,朋友-还款,收入,95.01,零钱,支付成功,微信,False
2021-12-28 20:36:38,转账红包,赵六,赵六-转账,支出,160.96,余额宝,支付成功,支付宝,False
2021-12-28 13:52:25,餐饮美食,美团外卖,美团外卖-早餐,支出,8.54,余额宝,支付成功,支付宝,False
2021-12-28 11:20:00,日用百货,京东超市,京东超市-纸巾湿巾,支出,31.76,余额宝,支付成功,支付宝,False
2021-12-28 10:25:14,餐饮美食,海底捞,海底捞-周末改善伙食,支出,33.5,余额宝,支付成功,支付宝,False
2021-12-28 08:26:15,餐饮美食,蜜雪冰城,蜜雪冰城-早餐,支出,46.92,余额宝,支付成功,支付宝,False
2021-12-27 19:17:35,美容美发,完美日记,完美日记-化妆品,支出,16.91,余额宝,支付成功,支付宝,False
2021-12-27 19:00:27,扫二维码付款,打印店,打印店-付款,支出,12.96,零钱,支付成功,微信,False
2021-12-27 13:10:59,转账,房东,房东-转账,收入,127.32,零钱,支付成功,微信,False
2021-12-27 11:19:50,商户消费,菜市场,菜市场-买菜,支出,38.77,零钱,支付成功,微信,False
2021-12-26 22:11:22,餐饮美食,瑞幸咖啡,瑞幸咖啡-早餐,支出,15.46,余额宝,支付成功,支付宝,False
2021-12-26 19:43:03,充值缴费,中国联通,中国联通-会员订阅,支出,393.51,余额宝,支付成功,支付宝,False
2021-12-26 12:49:00,服饰装扮,淘宝服饰,淘宝服饰-配饰,支出,298.85,余额宝,支付成功,支付宝,False
2021-12-25 23:56:54,收入,银行利息,银行利息-奖金,收入,530.61,余额宝,支付成功,支付宝,False
2021-12-25 12:01:55,商户消费,早餐车,早餐车-零钱支付,支出,503.42,零钱,支付成功,微信,False
2021-12-25 11:09:57,转账红包,赵六,赵六-AA收款,收入,62.17,余额宝,支付成功,支付宝,False
2021-12-25 09:25:11,收入,XX科技有限公司,XX科技有限公司-二手出售,收入,194.21,余额宝,支付成功,支付宝,False
2021-12-24 20:23:27,交通出行,哈啰单车,哈啰单车-回家车票,支出,7.35,余额宝,支付成功,支付宝,False
2021-12-24 19:35:55,餐饮美食,美团外卖,美团外卖-工作餐,支出,6.15,余额宝,支付成功,支付宝,False
2021-12-24 13:57:44,转账红包,张三,张三-转账,收入,228.41,余额宝,支付成功,支付宝,False
2021-12-24 12:24:47,商户消费,菜市场,菜市场-买早餐,支出,42.99,零钱,支付成功,微信,False
2021-12-24 11:34:21,充值缴费,腾讯视频,腾讯视频-会员订阅,支出,62.67,余额宝,支付成功,支付宝,False
2021-12-24 11:27:45,运动户外,京东超市,京东超市-购买生活用品,支出,116.43,余额宝,支付成功,支付宝,False
2021-12-24 05:13:11,交通出行,T3出行,T3出行-打车上班,支出,8.7,余额宝,支付成功,支付宝,False
2021-12-23 17:25:37,商户消费,菜市场,菜市场-买水果,支出,44.48,零钱,支付成功,微信,False
2021-12-23 15:57:07,餐饮美食,星巴克,星巴克-聚餐,支出,26.55,余额宝,支付成功,支付宝,False
2021-12-23 15:36:56,文化休闲,新华书店,新华书店-游戏充值,支出,124.42,余额宝,支付成功,支付宝,False
2021-12-23 12:03:27,其他,水果摊,水果摊-买水果,支出,155.69,余额宝,支付成功,支付宝,False
2021-12-22 22:08:42,扫二维码付款,出租车,出租车-付款,支出,17.84,零钱,支付成功,微信,False
2021-12-22 20:58:32,餐饮美食,麦当劳,麦当劳-聚餐,支出,61.92,余额宝,支付成功,支付宝,False
2021-12-22 19:33:03,商户消费,小卖部,小卖部-零钱支付,支出,132.19,零钱,支付成功,微信,False
2021-12-22 13:43:53,餐饮美食,星巴克,星巴克-周末改善伙食,支出,126.22,余额宝,支付成功,支付宝,False
2021-12-22 12:34:37,日用百货,屈臣氏,屈臣氏-纸巾湿巾,支出,95.5,余额宝,支付成功,支付宝,False
2021-12-22 12:18:27,亲子,名创优品,名创优品-超市购物,支出,411.98,余额宝,支付成功,支付宝,False
2021-12-22 09:54:43,微信红包,同学,同学-生日快乐,收入,6.47,零钱,支付成功,微信,False
2021-12-21 21:05:30,餐饮美食,麦当劳,麦当劳-工作餐,支出,11.66,余额宝,支付成功,支付宝,False
2021-12-21 18:33:33,餐饮美食,必胜客,必胜客-下午茶,支出,5.97,余额宝,支付成功,支付宝,False
2021-12-21 13:31:07,亲子,京东超市,京东超市-纸巾湿巾,支出,871.0,余额宝,支付成功,支付宝,False
2021-12-21 13:14:21,餐饮美食,蜜雪冰城,蜜雪冰城-外卖订单,支出,40.14,余额宝,支付成功,支付宝,False
2021-12-21 09:42:59,餐饮美食,蜜雪冰城,蜜雪冰城-外卖订单,支出,128.47,余额宝,支付成功,支付宝,False
2021-12-20 23:05:59,其他,小卖部,小卖部-买早餐,支出,14.09,余额宝,支付成功,支付宝,False
2021-12-20 19:24:56,数码电器,Apple Store,Apple Store-家用电器,支出,43.59,余额宝,支付成功,支付宝,False
2021-12-20 18:36:06,扫二维码付款,路边摊,路边摊-付款,支出,3.24,零钱,支付成功,微信,False
2021-12-20 17:32:04,日用百货,淘宝购物,淘宝购物-洗漱用品,支出,73.25,余额宝,支付成功,支付宝,False
2021-12-20 10:18:35,转账,朋友,朋友-还款,收入,88.01,零钱,支付成功,微信,False
2021-12-20 10:17:11,转账红包,家庭群,家庭群-借款还款,支出,148.77,余额宝,支付成功,支付宝,False
2021-12-19 13:22:24,其他,便利店,便利店-买早餐,支出,99.64,余额宝,支付成功,支付宝,False
2021-12-19 09:52:04,其他,便利店,便利店-买水果,支出,597.62,余额宝,支付成功,支付宝,False
2021-12-19 07:48:59,交通出行,地铁出行,地铁出行-共享单车,支出,99.59,余额宝,支付成功,支付宝,False
2021-12-18 15:09:52,转账,朋友,朋友-转账,支出,152.55,零钱,支付成功,微信,False
2021-12-18 08:03:12,日用百货,家乐福,家乐福-超市购物,支出,74.71,余额宝,支付成功,支付宝,False
2021-12-17 21:46:34,住房物业,自来水公司,自来水公司-电费,支出,63.43,余额宝,支付成功,支付宝,False
2021-12-17 19:56:38,餐饮美食,美团外卖,美团外卖-下午茶,支出,16.06,余额宝,支付成功,支付宝,False
2021-12-17 18:17:43,交通出行,地铁出行,地铁出行-共享单车,支出,14.62,余额宝,支付成功,支付宝,False
2021-12-17 17:51:56,交通出行,中国石油,中国石油-停车费,支出,40.16,余额宝,支付成功,支付宝,False
2021-12-17 11:18:01,转账,借款人,借款人-转账,收入,84.7,零钱,支付成功,微信,False
2021-12-16 22:24:20,文化休闲,大麦网,大麦网-买书,支出,99.98,余额宝,支付成功,支付宝,False
2021-12-16 20:03:50,交通出行,T3出行,T3出行-加油,支出,6.35,余额宝,支付成功,支付宝,False
2021-12-16 06:17:54,住房物业,自来水公司,自来水公司-宽带费,支出,131.08,余额宝,支付成功,支付宝,False
2021-12-15 21:44:50,交通出行,公交公司,公交公司-共享单车,支出,14.77,余额宝,支付成功,支付宝,False
2021-12-15 20:41:48,收入,XX科技有限公司,XX科技有限公司-工资发放,收入,404.2,余额宝,支付成功,支付宝,False
2021-12-15 20:23:55,餐饮美食,饿了么,饿了么-周末改善伙食,支出,30.27,余额宝,支付成功,支付宝,False
2021-12-15 18:30:40,日用百货,全家FamilyMart,全家FamilyMart-纸巾湿巾,支出,73.07,余额宝,支付成功,支付宝,False
2021-12-15 14:34:21,运动户外,罗森,罗森-零食饮料,支出,144.68,余额宝,支付成功,支付宝,False
2021-12-15 14:30:00,收入,XX科技有限公司,工资,收入,15000.0,银行卡,支付成功,支付宝,False
2021-12-15 12:30:40,餐饮美食,海底捞,海底捞-工作餐,支出,19.23,余额宝,支付成功,支付宝,False
2021-12-15 11:09:00,医疗健康,大参林药店,大参林药店-挂号费,支出,214.86,余额宝,支付成功,支付宝,False
2021-12-15 10:16:20,日用百货,家乐福,家乐福-纸巾湿巾,支出,82.81,余额宝,支付成功,支付宝,False
2021-12-15 08:20:34,其他,小卖部,小卖部-买早餐,支出,181.11,余额宝,支付成功,支付宝,False
2021-12-14 18:05:05,其他,便利店,便利店-零钱支付,支出,64.69,零钱,支付成功,微信,False
2021-12-14 16:49:46,酒店旅游,华住会,华住会-订酒店,支出,1759.18,余额宝,支付成功,支付宝,False
2021-12-14 16:02:55,其他,水果摊,水果摊-买早餐,支出,600.97,余额宝,支付成功,支付宝,False
2021-12-14 13:25:20,微信红包,微信好友,微信好友-生日快乐,收入,352.23,零钱,支付成功,微信,False
2021-12-14 12:02:55,转账,朋友,朋友-转账,支出,131.26,零钱,支付成功,微信,False
2021-12-14 08:43:06,餐饮美食,美团外卖,美团外卖-夜宵,支出,152.05,余额宝,支付成功,支付宝,False
2021-12-14 07:13:38,充值缴费,中国移动,中国移动-话费充值,支出,292.0,余额宝,支付成功,支付宝,False
2021-12-13 20:46:48,住房物业,房东,房东-房租,支出,23.66,余额宝,支付成功,支付宝,False
2021-12-13 19:20:34,收入,XX科技有限公司,XX科技有限公司-奖金,收入,619.73,余额宝,支付成功,支付宝,False
2021-12-13 17:50:32,文化休闲,万达影城,万达影城-买书,支出,94.73,余额宝,支付成功,支付宝,False
2021-12-13 13:21:52,餐饮美食,麦当劳,麦当劳-聚餐,支出,46.24,余额宝,支付成功,支付宝,False
2021-12-13 11:45:16,商户消费,早餐车,早餐车-买菜,支出,45.23,零钱,支付成功,微信,False
2021-12-12 21:26:00,住房物业,碧桂园服务,碧桂园服务-房租,支出,148.69,余额宝,支付成功,支付宝,False
2021-12-11 18:24:36,数码电器,小米之家,小米之家-智能手环,支出,4492.65,余额宝,支付成功,支付宝,False
2021-12-11 18:17:27,扫二维码付款,打印店,打印店-扫码支付,支出,23.8,零钱,支付成功,微信,False
2021-12-11 13:44:51,数码电器,京东自营,京东自营-充电器,支出,73.73,余额宝,支付成功,支付宝,False
2021-12-11 12:09:28,收入,XX科技有限公司,XX科技有限公司-理财收益,收入,218.55,余额宝,支付成功,支付宝,False
2021-12-11 11:01:27,酒店旅游,携程旅行,携程旅行-订酒店,支出,368.02,余额宝,支付成功,支付宝,False
2021-12-11 04:36:40,医疗健康,第一人民医院,第一人民医院-口罩消毒液,支出,789.16,余额宝,支付成功,支付宝,False
2021-12-11 01:51:20,文化休闲,新华书店,新华书店-游戏充值,支出,163.66,余额宝,支付成功,支付宝,False
2021-12-10 19:16:14,爱车养车,途虎养车,途虎养车-保养,支出,19.49,余额宝,支付成功,支付宝,False
2021-12-10 15:55:15,医疗健康,大参林药店,大参林药店-口罩消毒液,支出,968.98,余额宝,支付成功,支付宝,False
2021-12-10 11:55:40,亲子,屈臣氏,屈臣氏-超市购物,支出,95.8,余额宝,支付成功,支付宝,False
2021-12-10 10:23:43,其他,便利店,便利店-买早餐,支出,182.77,余额宝,支付成功,支付宝,False
2021-12-10 07:51:19,餐饮美食,沙县小吃,沙县小吃-工作餐,支出,824.29,余额宝,支付成功,支付宝,False
2021-12-09 21:51:05,商户消费,菜市场,菜市场-买菜,支出,36.72,零钱,支付成功,微信,False
2021-12-09 18:39:08,餐饮美食,麦当劳,麦当劳-聚餐,支出,31.33,余额宝,支付成功,支付宝,False
2021-12-09 12:21:41,其他,菜市场,菜市场-买早餐,支出,98.97,余额宝,支付成功,支付宝,False
2021-12-09 10:34:51,其他,早餐车,早餐车-买早餐,支出,101.75,余额宝,支付成功,支付宝,False
2021-12-09 10:25:27,交通出行,中国石油,中国石油-共享单车,支出,63.45,余额宝,支付成功,支付宝,False
2021-12-08 21:54:46,商户消费,早餐车,早餐车-买菜,支出,24.34,零钱,支付成功,微信,False
2021-12-08 20:52:05,其他,水果摊,水果摊-零钱支付,支出,57.86,零钱,支付成功,微信,False
2021-12-08 12:04:43,日用百货,罗森,罗森-纸巾湿巾,支出,15.82,余额宝,支付成功,支付宝,False
2021-12-08 04:10:35,收入,闲鱼买家,闲鱼买家-工资发放,收入,579.09,余额宝,支付成功,支付宝,False
2021-12-07 22:00:27,餐饮美食,沙县小吃,沙县小吃-外卖订单,支出,38.71,余额宝,支付成功,支付宝,False
